date;plant-stand;precip;temp;hail;crop-hist;area-damaged;severity;seed-tmt;germination;plant-growth;leaves;leafspots-halo;leafspots-marg;leafspot-size;leaf-shread;leaf-malf;leaf-mild;stem;lodging;stem-cankers;canker-lesion;fruiting-bodies;external-decay;mycelium;int-discolor;sclerotia;fruit-pods;fruit-spots;seed;mold-growth;seed-discolor;seed-size;shriveling;roots;class
september;normal;gt-norm;norm;no;same-lst-yr;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;diseased;colored;norm;absent;absent;lt-norm;present;norm;frog-eye-leaf-spot
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;minor;none;90-100;norm;norm;absent;dna;dna;absent;absent;absent;norm;yes;absent;dna;absent;watery;absent;none;absent;diseased;colored;abnorm;absent;present;norm;absent;norm;purple-seed-stain
june;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;severe;other;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;lt-normal;gt-norm;gt-norm;no;same-lst-sev-yrs;upper-areas;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
august;lt-normal;gt-norm;gt-norm;no;same-lst-yr;low-areas;severe;none;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;normal;lt-norm;norm;no;same-lst-sev-yrs;upper-areas;pot-severe;other;80-89;abnorm;abnorm;absent;dna;lt-1/8;absent;absent;absent;abnorm;yes;absent;tan;absent;absent;absent;black;present;few-present;colored;norm;absent;absent;norm;absent;galls-cysts;charcoal-rot
september;normal;gt-norm;gt-norm;yes;same-lst-yr;whole-field;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
april;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;scattered;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
july;normal;lt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
september;normal;lt-norm;gt-norm;yes;same-lst-yr;whole-field;pot-severe;fungicide;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;tan;absent;absent;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
september;normal;norm;gt-norm;yes;same-lst-sev-yrs;low-areas;minor;other;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
september;normal;gt-norm;norm;yes;same-lst-two-yrs;scattered;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;lt-normal;gt-norm;lt-norm;yes;diff-lst-year;low-areas;severe;other;80-89;abnorm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;brown;absent;firm-and-dry;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;rhizoctonia-root-rot
may;normal;gt-norm;gt-norm;no;same-lst-yr;whole-field;minor;none;80-89;abnorm;abnorm;no-yellow-halos;dna;gt-1/8;present;absent;absent;norm;no;absent;brown;absent;absent;absent;none;absent;diseased;colored;abnorm;present;present;norm;absent;rotted;bacterial-pustule
august;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;scattered;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dna;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;lt-norm;absent;norm;frog-eye-leaf-spot
august;lt-normal;gt-norm;norm;no;same-lst-yr;whole-field;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;no-w-s-marg;lt-1/8;present;present;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;present;norm;absent;rotted;bacterial-pustule
july;normal;gt-norm;gt-norm;no;same-lst-sev-yrs;whole-field;minor;none;80-89;norm;norm;absent;w-s-marg;lt-1/8;absent;absent;absent;abnorm;yes;absent;tan;present;absent;absent;none;absent;diseased;colored;abnorm;absent;absent;norm;absent;norm;purple-seed-stain
june;normal;norm;norm;no;same-lst-two-yrs;low-areas;minor;other;lt-80;norm;abnorm;yellow-halos;no-w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;present;norm;absent;norm;bacterial-pustule
june;normal;norm;norm;yes;same-lst-two-yrs;upper-areas;minor;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
july;lt-normal;norm;norm;yes;diff-lst-year;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
july;normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;no;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;norm;dna;norm;absent;absent;norm;absent;norm;diaporthe-stem-canker
august;lt-normal;gt-norm;gt-norm;yes;same-lst-two-yrs;low-areas;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;lower-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;absent;norm;absent;norm;downy-mildew
april;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
may;lt-normal;lt-norm;norm;no;same-lst-yr;upper-areas;pot-severe;none;80-89;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
october;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-soil;brown;absent;watery;absent;none;absent;norm;absent;abnorm;present;absent;lt-norm;absent;galls-cysts;anthracnose
august;normal;lt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;fungicide;80-89;norm;abnorm;yellow-halos;no-w-s-marg;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;dna;dna;norm;absent;absent;norm;absent;galls-cysts;brown-stem-rot
april;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;pot-severe;other;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;absent;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;anthracnose
september;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;80-89;norm;abnorm;absent;dna;dna;absent;present;absent;abnorm;yes;absent;dna;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;2-4-d-injury
august;lt-normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;low-areas;pot-severe;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
july;lt-normal;gt-norm;gt-norm;yes;same-lst-yr;whole-field;pot-severe;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
september;normal;gt-norm;norm;yes;diff-lst-year;scattered;severe;none;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;dna;norm;present;present;lt-norm;present;rotted;bacterial-blight
august;normal;gt-norm;gt-norm;yes;same-lst-yr;upper-areas;pot-severe;none;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
july;lt-normal;norm;norm;yes;same-lst-two-yrs;upper-areas;minor;other;90-100;norm;abnorm;yellow-halos;no-w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;bacterial-pustule
august;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;minor;fungicide;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;present;firm-and-dry;absent;none;absent;norm;absent;abnorm;present;absent;lt-norm;present;norm;anthracnose
may;lt-normal;gt-norm;norm;yes;same-lst-yr;low-areas;severe;fungicide;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
october;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;fungicide;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;present;norm;absent;norm;anthracnose
august;normal;lt-norm;norm;no;diff-lst-year;scattered;minor;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;tan;absent;absent;absent;none;absent;few-present;dna;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
october;normal;lt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;lt-80;abnorm;abnorm;absent;dna;dna;absent;absent;absent;norm;yes;above-soil;tan;present;watery;absent;black;present;norm;dna;norm;absent;absent;norm;absent;norm;charcoal-rot
july;normal;norm;gt-norm;no;same-lst-sev-yrs;scattered;severe;fungicide;lt-80;abnorm;norm;no-yellow-halos;w-s-marg;dna;absent;absent;absent;abnorm;yes;absent;dna;present;absent;absent;none;absent;diseased;absent;norm;present;present;norm;absent;norm;diaporthe-pod-&-stem-blight
august;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
may;lt-normal;gt-norm;lt-norm;yes;same-lst-yr;whole-field;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;no-w-s-marg;lt-1/8;absent;present;lower-surf;abnorm;yes;above-soil;tan;absent;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;herbicide-injury
august;normal;gt-norm;norm;yes;diff-lst-year;scattered;pot-severe;fungicide;80-89;abnorm;abnorm;absent;dna;gt-1/8;absent;absent;absent;norm;no;absent;dna;absent;absent;absent;none;absent;norm;distort;abnorm;absent;present;norm;absent;norm;purple-seed-stain
june;lt-normal;lt-norm;lt-norm;yes;same-lst-yr;low-areas;minor;other;90-100;norm;abnorm;absent;dna;dna;absent;absent;upper-surf;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;powdery-mildew
april;normal;lt-norm;norm;yes;same-lst-sev-yrs;scattered;pot-severe;fungicide;80-89;norm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;absent;dna;absent;absent;absent;brown;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-stem-rot
july;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;phytophthora-rot
october;normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;pot-severe;none;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;norm;absent;absent;norm;absent;norm;anthracnose
may;lt-normal;norm;norm;yes;same-lst-yr;low-areas;pot-severe;none;80-89;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;below-soil;dk-brown-blk;absent;watery;absent;none;absent;dna;dna;norm;absent;absent;norm;absent;norm;phytophthora-rot
september;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;minor;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
may;lt-normal;norm;norm;yes;same-lst-yr;whole-field;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
may;lt-normal;gt-norm;gt-norm;no;same-lst-sev-yrs;whole-field;pot-severe;none;lt-80;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
may;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;present;norm;distort;norm;absent;absent;norm;absent;norm;brown-spot
august;normal;norm;norm;yes;same-lst-yr;scattered;minor;none;90-100;abnorm;abnorm;absent;no-w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;bacterial-blight
may;normal;gt-norm;gt-norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;absent;dna;present;absent;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;present;lt-norm;present;rotted;diaporthe-pod-&-stem-blight
july;lt-normal;norm;lt-norm;no;diff-lst-year;whole-field;minor;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;phyllosticta-leaf-spot
july;normal;gt-norm;norm;no;same-lst-sev-yrs;whole-field;pot-severe;fungicide;90-100;abnorm;norm;no-yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;colored;norm;absent;absent;norm;absent;norm;bacterial-blight
july;lt-normal;norm;gt-norm;yes;same-lst-two-yrs;low-areas;minor;fungicide;90-100;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
may;lt-normal;gt-norm;lt-norm;yes;same-lst-yr;low-areas;severe;fungicide;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
october;lt-normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;minor;fungicide;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
september;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;scattered;minor;none;90-100;abnorm;norm;yellow-halos;w-s-marg;gt-1/8;present;absent;absent;norm;no;absent;dna;absent;absent;absent;none;absent;norm;distort;norm;absent;present;norm;absent;norm;alternarialeaf-spot
may;normal;gt-norm;norm;yes;same-lst-yr;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;absent;brown;present;firm-and-dry;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;normal;gt-norm;gt-norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;80-89;norm;norm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;above-sec-nde;dk-brown-blk;present;firm-and-dry;absent;none;absent;diseased;brown-w/blk-specks;abnorm;present;present;lt-norm;present;norm;diaporthe-pod-&-stem-blight
august;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;upper-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
june;normal;gt-norm;norm;yes;same-lst-two-yrs;whole-field;pot-severe;none;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;present;norm;brown-spot
september;lt-normal;gt-norm;norm;yes;same-lst-two-yrs;upper-areas;minor;other;90-100;norm;norm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-soil;dk-brown-blk;present;absent;absent;none;absent;norm;absent;abnorm;present;absent;lt-norm;present;norm;anthracnose
august;normal;gt-norm;norm;no;diff-lst-year;upper-areas;pot-severe;none;80-89;norm;abnorm;yellow-halos;w-s-marg;lt-1/8;present;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;abnorm;present;present;lt-norm;absent;norm;bacterial-pustule
august;lt-normal;gt-norm;norm;no;same-lst-sev-yrs;low-areas;pot-severe;none;80-89;abnorm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;above-soil;dk-brown-blk;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;rotted;phytophthora-rot
july;normal;gt-norm;norm;no;same-lst-yr;scattered;severe;none;80-89;norm;abnorm;yellow-halos;w-s-marg;gt-1/8;present;absent;lower-surf;norm;yes;below-soil;dna;absent;watery;absent;none;absent;few-present;absent;abnorm;present;absent;norm;absent;rotted;downy-mildew
august;normal;gt-norm;norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;90-100;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;abnorm;yes;above-sec-nde;dk-brown-blk;absent;firm-and-dry;absent;none;absent;diseased;colored;norm;absent;absent;norm;absent;norm;frog-eye-leaf-spot
may;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;low-areas;severe;none;lt-80;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;present;absent;absent;abnorm;yes;above-sec-nde;brown;present;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;brown-spot
october;normal;gt-norm;gt-norm;yes;same-lst-yr;low-areas;pot-severe;fungicide;80-89;norm;abnorm;no-yellow-halos;w-s-marg;gt-1/8;absent;absent;absent;norm;yes;absent;dna;absent;absent;absent;none;absent;norm;absent;norm;absent;absent;norm;absent;norm;alternarialeaf-spot
october;lt-normal;gt-norm;norm;yes;same-lst-sev-yrs;whole-field;pot-severe;none;90-100;abnorm;abnorm;absent;dna;dna;absent;absent;absent;abnorm;yes;above-sec-nde;brown;present;firm-and-dry;absent;none;absent;diseased;absent;abnorm;present;absent;lt-norm;present;norm;anthracnose
july;lt-normal;lt-norm;lt-norm;yes;same-lst-yr;upper-areas;severe;none;80-89;abnorm;abnorm;yellow-halos;dna;dna;absent;absent;absent;abnorm;no;absent;tan;absent;absent;absent;brown;absent;norm;dna;norm;absent;present;lt-norm;present;norm;brown-stem-rot
